date,収支タイプ,収支カテゴリー,収支項目,金額,目標
2025-02-11,一般収支,支出,ローン返済,-0.0,0
2025-02-11,特別収支,支出,子供,-0.0,0
2025-02-11,特別収支,支出,自動車税,-0.0,0
2025-02-11,特別収支,収入,NTT,0.0,0
2025-02-11,特別収支,支出,車,-0.0,0
2025-02-11,特別収支,支出,車検A,-0.0,0
2025-02-11,特別収支,支出,家電,-0.0,0
2025-02-11,特別収支,収入,児童手当,0.0,0
2025-02-11,特別収支,支出,固定資産税,-0.0,0
2025-02-11,特別収支,収入,退職金,0.0,0
2025-02-11,特別収支,収入,所得税還付,0.0,0.0
2025-02-11,特別収支,支出,ふるさと納税,-0.0,0
2025-02-12,特別収支,収入,NTT,0.0,0
2025-02-12,特別収支,収入,年末調整,0.0,0
2025-02-12,一般収支,支出,ローン返済,-0.0,0
2025-02-12,特別収支,収入,児童手当,0.0,0
2025-02-12,特別収支,支出,固定資産税,-0.0,0
2025-02-12,特別収支,支出,車検B,-0.0,0
2025-02-12,一般収支,収入,給与,0.0,0
2025-02-12,一般収支,支出,子供費用,6000.0,0
2025-02-12,一般収支,収入,ポイント,98.0,0
2025-02-12,特別収支,支出,家電,-0.0,0
2025-02-12,特別収支,支出,車,-0.0,0
2025-02-12,特別収支,収入,所得税還付,0.0,0.0
2025-02-12,特別収支,収入,賞与,0.0,0
2025-02-12,特別収支,収入,退職金,0.0,0
2025-02-12,特別収支,支出,自動車税,-0.0,0
2025-02-12,特別収支,収入,特典,0.0,0
2025-02-12,特別収支,支出,車検A,-0.0,0
2025-02-12,特別収支,支出,ローン一括,-0.0,0
2025-02-12,特別収支,収入,贈与,0.0,0
2025-02-12,特別収支,支出,ふるさと納税,-0.0,0
2025-02-12,特別収支,支出,子供,-0.0,0
2025-02-12,一般収支,支出,生活費,-0.0,0
2025-02-13,特別収支,収入,賞与,0.0,0
2025-02-13,特別収支,支出,車検B,-0.0,0
2025-02-13,特別収支,収入,贈与,0.0,0
2025-02-13,特別収支,支出,固定資産税,-0.0,0
2025-02-13,特別収支,支出,家電,-0.0,0
2025-02-13,特別収支,支出,子供,-0.0,0
2025-02-13,特別収支,支出,車検A,-0.0,0
2025-02-13,一般収支,収入,給与,0.0,0
2025-02-13,特別収支,収入,児童手当,0.0,0
2025-02-13,特別収支,収入,特典,0.0,0
2025-02-13,一般収支,収入,ポイント,-543.0,0
2025-02-13,特別収支,支出,ローン一括,-0.0,0
2025-02-13,一般収支,支出,ローン返済,-0.0,0
2025-02-13,特別収支,収入,年末調整,0.0,0
2025-02-13,一般収支,支出,生活費,-0.0,0
2025-02-13,特別収支,支出,ふるさと納税,-0.0,0
2025-02-13,特別収支,収入,退職金,0.0,0
2025-02-13,特別収支,支出,車,-0.0,0
2025-02-13,特別収支,収入,NTT,0.0,0
2025-02-13,特別収支,支出,自動車税,-0.0,0
2025-02-13,特別収支,収入,所得税還付,0.0,0.0
2025-02-13,一般収支,支出,子供費用,-0.0,0
2025-02-14,特別収支,収入,特典,0.0,0
2025-02-14,一般収支,支出,ローン返済,-0.0,0
2025-02-14,特別収支,収入,賞与,0.0,0
2025-02-14,特別収支,収入,贈与,0.0,0
2025-02-14,特別収支,収入,所得税還付,0.0,0.0
2025-02-14,特別収支,支出,ローン一括,-0.0,0
2025-02-14,特別収支,収入,退職金,0.0,0
2025-02-14,特別収支,支出,ふるさと納税,-0.0,0
2025-02-14,一般収支,支出,子供費用,-0.0,0
2025-02-14,特別収支,収入,児童手当,20000.0,20000
2025-02-14,特別収支,支出,家電,-0.0,0
2025-02-14,特別収支,支出,車検B,-0.0,0
2025-02-14,特別収支,支出,車,-0.0,0
2025-02-14,特別収支,支出,子供,-0.0,0
2025-02-14,一般収支,支出,生活費,-0.0,0
2025-02-14,特別収支,収入,年末調整,0.0,0
2025-02-14,一般収支,収入,給与,0.0,0
2025-02-14,特別収支,支出,自動車税,-0.0,0
2025-02-14,特別収支,支出,車検A,-0.0,0
2025-02-14,特別収支,支出,固定資産税,-0.0,0
2025-02-14,特別収支,収入,NTT,0.0,0
2025-02-14,一般収支,収入,ポイント,248.0,0
2025-02-15,特別収支,収入,児童手当,0.0,0
2025-02-15,特別収支,収入,賞与,0.0,0
2025-02-15,特別収支,収入,所得税還付,0.0,0.0
2025-02-15,特別収支,収入,年末調整,0.0,0
2025-02-15,特別収支,収入,NTT,0.0,0
2025-02-15,特別収支,収入,特典,0.0,0
2025-02-15,一般収支,支出,生活費,-0.0,0
2025-02-15,一般収支,収入,ポイント,9.0,0
2025-02-15,特別収支,支出,車検A,-0.0,0
2025-02-15,特別収支,収入,贈与,0.0,0
2025-02-15,一般収支,支出,ローン返済,-0.0,0
2025-02-15,一般収支,支出,子供費用,-0.0,0
2025-02-15,特別収支,支出,ふるさと納税,-0.0,0
2025-02-15,一般収支,収入,給与,0.0,0
2025-02-15,特別収支,支出,車,-0.0,0
2025-02-15,特別収支,支出,子供,-0.0,0
2025-02-15,特別収支,支出,自動車税,-0.0,0
2025-02-15,特別収支,支出,家電,-0.0,0
2025-02-15,特別収支,支出,固定資産税,-0.0,0
2025-02-15,特別収支,収入,退職金,0.0,0
2025-02-15,特別収支,支出,ローン一括,-0.0,0
2025-02-15,特別収支,支出,車検B,-0.0,0
2025-02-16,特別収支,支出,自動車税,-0.0,0
2025-02-16,一般収支,支出,子供費用,-0.0,0
2025-02-16,特別収支,収入,特典,0.0,0
2025-02-16,特別収支,支出,車検A,-0.0,0
2025-02-16,特別収支,支出,家電,-0.0,0
2025-02-16,特別収支,収入,贈与,0.0,0
2025-02-16,特別収支,収入,NTT,0.0,0
2025-02-16,一般収支,支出,生活費,-0.0,0
2025-02-16,一般収支,収入,給与,0.0,0
2025-02-16,一般収支,支出,ローン返済,-0.0,0
2025-02-16,特別収支,支出,車,-0.0,0
2025-02-16,特別収支,支出,車検B,-0.0,0
2025-02-16,特別収支,支出,ローン一括,-0.0,0
2025-02-16,特別収支,支出,子供,-0.0,0
2025-02-16,特別収支,収入,年末調整,0.0,0
2025-02-16,特別収支,支出,固定資産税,-0.0,0
2025-02-16,一般収支,収入,ポイント,193.0,0
2025-02-16,特別収支,収入,所得税還付,0.0,0.0
2025-02-16,特別収支,支出,ふるさと納税,-0.0,0
2025-02-16,特別収支,収入,賞与,0.0,0
2025-02-16,特別収支,収入,児童手当,0.0,0
2025-02-16,特別収支,収入,退職金,0.0,0
2025-02-17,特別収支,支出,固定資産税,-0.0,0
2025-02-17,特別収支,支出,家電,-0.0,0
2025-02-17,特別収支,支出,ふるさと納税,-0.0,0
2025-02-17,特別収支,支出,自動車税,-0.0,0
2025-02-17,特別収支,支出,車,-0.0,0
2025-02-17,特別収支,収入,所得税還付,0.0,0.0
2025-02-17,一般収支,支出,子供費用,-0.0,0
2025-02-17,特別収支,支出,子供,-0.0,0
2025-02-17,一般収支,支出,ローン返済,-0.0,0
2025-02-17,一般収支,支出,生活費,-0.0,0
2025-02-17,特別収支,支出,車検B,-0.0,0
2025-02-17,特別収支,支出,ローン一括,-0.0,0
2025-02-17,特別収支,収入,年末調整,0.0,0
2025-02-17,特別収支,収入,児童手当,0.0,0
2025-02-17,特別収支,収入,賞与,0.0,0
2025-02-17,特別収支,収入,退職金,0.0,0
2025-02-17,特別収支,収入,NTT,0.0,0
2025-02-17,一般収支,収入,給与,0.0,0
2025-02-17,特別収支,収入,贈与,0.0,0
2025-02-17,特別収支,収入,特典,0.0,0
2025-02-17,特別収支,支出,車検A,-0.0,0
2025-02-17,一般収支,収入,ポイント,-82.0,0
2025-02-18,特別収支,支出,家電,-0.0,0
2025-02-18,特別収支,支出,ふるさと納税,-0.0,0
2025-02-18,特別収支,収入,NTT,0.0,0
2025-02-18,特別収支,支出,固定資産税,-0.0,0
2025-02-18,特別収支,支出,自動車税,-0.0,0
2025-02-18,特別収支,収入,年末調整,0.0,0
2025-02-18,特別収支,支出,ローン一括,-0.0,0
2025-02-18,特別収支,収入,特典,13.0,0
2025-02-18,一般収支,収入,ポイント,331.0,0
2025-02-18,一般収支,支出,子供費用,-0.0,0
2025-02-18,特別収支,収入,退職金,0.0,0
2025-02-18,特別収支,収入,所得税還付,0.0,0.0
2025-02-18,特別収支,収入,児童手当,0.0,0
2025-02-18,特別収支,収入,贈与,0.0,0
2025-02-18,特別収支,支出,子供,-0.0,0
2025-02-18,特別収支,収入,賞与,0.0,0
2025-02-18,特別収支,支出,車検B,-0.0,0
2025-02-18,一般収支,収入,給与,0.0,0
2025-02-18,特別収支,支出,車,-0.0,0
2025-02-18,特別収支,支出,車検A,-0.0,0
2025-02-18,一般収支,支出,ローン返済,-0.0,0
2025-02-18,一般収支,支出,生活費,-0.0,0
2025-02-19,特別収支,収入,贈与,0.0,0
2025-02-19,特別収支,支出,自動車税,-0.0,0
2025-02-19,特別収支,収入,賞与,0.0,0
2025-02-19,特別収支,支出,車検A,-0.0,0
2025-02-19,特別収支,支出,ローン一括,-0.0,0
2025-02-19,一般収支,支出,生活費,-0.0,0
2025-02-19,一般収支,支出,子供費用,-0.0,0
2025-02-19,特別収支,収入,特典,0.0,0
2025-02-19,一般収支,収入,給与,0.0,0
2025-02-19,特別収支,支出,子供,-0.0,0
2025-02-19,特別収支,収入,児童手当,0.0,0
2025-02-19,特別収支,収入,年末調整,0.0,0
2025-02-19,特別収支,支出,車検B,-0.0,0
2025-02-19,特別収支,収入,NTT,0.0,0
2025-02-19,一般収支,支出,ローン返済,-0.0,0
2025-02-19,一般収支,収入,ポイント,1994.0,0
2025-02-19,特別収支,収入,所得税還付,0.0,0.0
2025-02-19,特別収支,支出,固定資産税,-0.0,0
2025-02-19,特別収支,支出,ふるさと納税,-0.0,0
2025-02-19,特別収支,収入,退職金,0.0,0
2025-02-19,特別収支,支出,家電,-0.0,0
2025-02-19,特別収支,支出,車,-0.0,0
2025-02-20,特別収支,収入,年末調整,0.0,0
2025-02-20,特別収支,支出,固定資産税,-0.0,0
2025-02-20,特別収支,支出,ローン一括,-0.0,0
2025-02-20,一般収支,支出,生活費,-0.0,0
2025-02-20,特別収支,支出,ふるさと納税,-0.0,0
2025-02-20,特別収支,収入,NTT,0.0,0
2025-02-20,一般収支,支出,ローン返済,-0.0,0
2025-02-20,特別収支,支出,車検B,-0.0,0
2025-02-20,一般収支,収入,ポイント,0.0,0
2025-02-20,一般収支,支出,子供費用,-0.0,0
2025-02-20,特別収支,収入,所得税還付,0.0,0.0
2025-02-20,特別収支,収入,児童手当,0.0,0
2025-02-20,一般収支,収入,給与,0.0,0
2025-02-20,特別収支,支出,子供,-0.0,0
2025-02-20,特別収支,支出,家電,-0.0,0
2025-02-20,特別収支,支出,車,-0.0,0
2025-02-20,特別収支,収入,退職金,0.0,0
2025-02-20,特別収支,支出,車検A,-0.0,0
2025-02-20,特別収支,収入,特典,0.0,0
2025-02-20,特別収支,収入,賞与,0.0,0
2025-02-20,特別収支,収入,贈与,0.0,0
2025-02-20,特別収支,支出,自動車税,-0.0,0
2025-02-21,特別収支,収入,賞与,0.0,0
2025-02-21,特別収支,収入,特典,0.0,0
2025-02-21,一般収支,収入,給与,0.0,0
2025-02-21,特別収支,支出,子供,-0.0,0
2025-02-21,一般収支,収入,ポイント,-17.0,0
2025-02-21,特別収支,支出,家電,-0.0,0
2025-02-21,特別収支,支出,自動車税,-0.0,0
2025-02-21,特別収支,収入,年末調整,0.0,0
2025-02-21,特別収支,収入,所得税還付,0.0,0.0
2025-02-21,特別収支,収入,贈与,0.0,0
2025-02-21,特別収支,支出,車検B,-0.0,0
2025-02-21,特別収支,収入,NTT,0.0,0
2025-02-21,一般収支,支出,子供費用,-0.0,0
2025-02-21,特別収支,支出,ローン一括,-0.0,0
2025-02-21,一般収支,支出,ローン返済,-0.0,0
2025-02-21,一般収支,支出,生活費,-0.0,0
2025-02-21,特別収支,支出,固定資産税,-0.0,0
2025-02-21,特別収支,支出,車検A,-0.0,0
2025-02-21,特別収支,支出,ふるさと納税,-0.0,0
2025-02-21,特別収支,収入,退職金,0.0,0
2025-02-21,特別収支,収入,児童手当,0.0,0
2025-02-21,特別収支,支出,車,-0.0,0
2025-02-22,一般収支,収入,ポイント,-9.0,0
2025-02-22,特別収支,収入,年末調整,0.0,0
2025-02-22,特別収支,支出,自動車税,-0.0,0
2025-02-22,一般収支,支出,生活費,-0.0,0
2025-02-22,特別収支,支出,車,-0.0,0
2025-02-22,特別収支,支出,ふるさと納税,-0.0,0
2025-02-22,特別収支,支出,車検B,-0.0,0
2025-02-22,特別収支,収入,贈与,0.0,0
2025-02-22,一般収支,支出,ローン返済,-0.0,0
2025-02-22,特別収支,収入,NTT,0.0,0
2025-02-22,特別収支,収入,賞与,0.0,0
2025-02-22,特別収支,支出,車検A,-0.0,0
2025-02-22,一般収支,収入,給与,0.0,0
2025-02-22,特別収支,支出,固定資産税,-0.0,0
2025-02-22,特別収支,収入,所得税還付,0.0,0.0
2025-02-22,特別収支,支出,子供,-0.0,0
2025-02-22,特別収支,支出,ローン一括,-0.0,0
2025-02-22,特別収支,収入,特典,0.0,0
2025-02-22,特別収支,収入,児童手当,0.0,0
2025-02-22,特別収支,収入,退職金,0.0,0
2025-02-22,一般収支,支出,子供費用,-0.0,0
2025-02-22,特別収支,支出,家電,-0.0,0
2025-02-23,特別収支,支出,車検A,-0.0,0
2025-02-23,特別収支,収入,NTT,0.0,0
2025-02-23,特別収支,支出,子供,-0.0,0
2025-02-23,特別収支,支出,自動車税,-0.0,0
2025-02-23,特別収支,収入,児童手当,0.0,0
2025-02-23,特別収支,支出,車,-0.0,0
2025-02-23,特別収支,支出,固定資産税,-0.0,0
2025-02-23,一般収支,収入,ポイント,0.0,0
2025-02-23,特別収支,支出,ローン一括,-0.0,0
2025-02-23,一般収支,収入,給与,0.0,0
2025-02-23,特別収支,収入,特典,0.0,0
2025-02-23,一般収支,支出,子供費用,-0.0,0
2025-02-23,特別収支,収入,贈与,0.0,0
2025-02-23,一般収支,支出,生活費,-0.0,0
2025-02-23,特別収支,収入,退職金,0.0,0
2025-02-23,特別収支,支出,ふるさと納税,-0.0,0
2025-02-23,特別収支,収入,賞与,0.0,0
2025-02-23,特別収支,支出,車検B,-0.0,0
2025-02-23,特別収支,収入,所得税還付,0.0,0.0
2025-02-23,一般収支,支出,ローン返済,-0.0,0
2025-02-23,特別収支,支出,家電,-0.0,0
2025-02-23,特別収支,収入,年末調整,0.0,0
2025-02-24,特別収支,支出,車,-0.0,0
2025-02-24,特別収支,収入,児童手当,0.0,0
2025-02-24,特別収支,収入,所得税還付,0.0,0.0
2025-02-24,特別収支,収入,退職金,0.0,0
2025-02-24,特別収支,収入,贈与,0.0,0
2025-02-24,特別収支,支出,自動車税,-0.0,0
2025-02-24,特別収支,収入,特典,0.0,0
2025-02-24,特別収支,支出,家電,-0.0,0
2025-02-24,特別収支,支出,ふるさと納税,-0.0,0
2025-02-24,特別収支,収入,賞与,0.0,0
2025-02-24,特別収支,支出,車検A,-0.0,0
2025-02-24,特別収支,支出,ローン一括,-0.0,0
2025-02-24,特別収支,支出,車検B,-0.0,0
2025-02-24,特別収支,支出,子供,-0.0,0
2025-02-24,特別収支,収入,年末調整,0.0,0
2025-02-24,一般収支,支出,子供費用,-0.0,0
2025-02-24,特別収支,支出,固定資産税,-0.0,0
2025-02-24,一般収支,収入,給与,0.0,0
2025-02-24,一般収支,収入,ポイント,0.0,0
2025-02-24,一般収支,支出,ローン返済,-0.0,0
2025-02-24,特別収支,収入,NTT,0.0,0
2025-02-24,一般収支,支出,生活費,-0.0,0
2025-02-25,特別収支,支出,家電,-0.0,0
2025-02-25,特別収支,収入,児童手当,0.0,0
2025-02-25,特別収支,収入,所得税還付,0.0,0.0
2025-02-25,一般収支,収入,ポイント,1860.0,0
2025-02-25,特別収支,収入,年末調整,0.0,0
2025-02-25,特別収支,支出,ローン一括,-0.0,0
2025-02-25,特別収支,支出,車,-0.0,0
2025-02-25,特別収支,支出,車検B,-0.0,0
2025-02-25,特別収支,収入,退職金,0.0,0
2025-02-25,特別収支,収入,NTT,0.0,0
2025-02-25,一般収支,支出,生活費,-0.0,0
2025-02-25,特別収支,収入,贈与,0.0,0
2025-02-25,特別収支,支出,自動車税,-0.0,0
2025-02-25,特別収支,支出,子供,-0.0,0
2025-02-25,特別収支,収入,特典,0.0,0
2025-02-25,特別収支,支出,固定資産税,-0.0,0
2025-02-25,特別収支,支出,ふるさと納税,-0.0,0
2025-02-25,特別収支,収入,賞与,0.0,0
2025-02-25,特別収支,支出,車検A,-0.0,0
2025-02-25,一般収支,支出,ローン返済,-0.0,0
2025-02-25,一般収支,収入,給与,341818.0,355000
2025-02-25,一般収支,支出,子供費用,-0.0,0
2025-02-26,特別収支,支出,ふるさと納税,-0.0,0
2025-02-26,特別収支,支出,家電,-0.0,0
2025-02-26,特別収支,収入,特典,0.0,0
2025-02-26,特別収支,収入,贈与,0.0,0
2025-02-26,一般収支,支出,生活費,8145.0,0
2025-02-26,一般収支,収入,ポイント,0.0,0
2025-02-26,特別収支,収入,所得税還付,0.0,0.0
2025-02-26,特別収支,収入,児童手当,0.0,0
2025-02-26,特別収支,収入,退職金,0.0,0
2025-02-26,一般収支,収入,給与,0.0,0
2025-02-26,特別収支,支出,車検B,-0.0,0
2025-02-26,一般収支,支出,ローン返済,74567.0,0
2025-02-26,一般収支,支出,子供費用,1267.0,0
2025-02-26,特別収支,収入,賞与,0.0,0
2025-02-26,特別収支,支出,ローン一括,-0.0,0
2025-02-26,特別収支,支出,車,-0.0,0
2025-02-26,特別収支,支出,自動車税,-0.0,0
2025-02-26,特別収支,収入,年末調整,0.0,0
2025-02-26,特別収支,支出,車検A,-0.0,0
2025-02-26,特別収支,支出,固定資産税,-0.0,0
2025-02-26,特別収支,支出,子供,-0.0,0
2025-02-26,特別収支,収入,NTT,0.0,0
2025-02-27,一般収支,支出,ローン返済,-0.0,0
2025-02-27,特別収支,支出,ふるさと納税,-0.0,0
2025-02-27,一般収支,収入,給与,0.0,0
2025-02-27,特別収支,支出,車検A,-0.0,0
2025-02-27,特別収支,支出,車検B,-0.0,0
2025-02-27,特別収支,支出,子供,-0.0,0
2025-02-27,一般収支,支出,生活費,196115.0,0
2025-02-27,特別収支,支出,車,-0.0,0
2025-02-27,一般収支,収入,ポイント,0.0,0
2025-02-27,特別収支,収入,所得税還付,0.0,0.0
2025-02-27,特別収支,収入,贈与,0.0,0
2025-02-27,特別収支,支出,自動車税,-0.0,0
2025-02-27,特別収支,支出,固定資産税,-0.0,0
2025-02-27,特別収支,収入,NTT,0.0,0
2025-02-27,特別収支,支出,ローン一括,-0.0,0
2025-02-27,特別収支,収入,年末調整,0.0,0
2025-02-27,特別収支,収入,賞与,0.0,0
2025-02-27,特別収支,収入,児童手当,0.0,0
2025-02-27,特別収支,収入,特典,0.0,0
2025-02-27,特別収支,収入,退職金,0.0,0
2025-02-27,特別収支,支出,家電,-0.0,0
2025-02-27,一般収支,支出,子供費用,-0.0,0
2025-02-28,特別収支,収入,年末調整,0.0,0
2025-02-28,特別収支,収入,退職金,0.0,0
2025-02-28,特別収支,支出,固定資産税,-0.0,0
2025-02-28,特別収支,支出,車検A,-0.0,0
2025-02-28,特別収支,収入,贈与,0.0,0
2025-02-28,一般収支,支出,ローン返済,-0.0,74567
2025-02-28,特別収支,収入,NTT,0.0,0
2025-02-28,一般収支,収入,ポイント,63.0,2000
2025-02-28,特別収支,支出,ローン一括,-0.0,0
2025-02-28,一般収支,支出,子供費用,-0.0,20000
2025-02-28,特別収支,収入,特典,0.0,0
2025-02-28,特別収支,支出,車,-0.0,0
2025-02-28,特別収支,収入,児童手当,0.0,0
2025-02-28,特別収支,支出,家電,-0.0,0
2025-02-28,特別収支,支出,ふるさと納税,-0.0,0
2025-02-28,特別収支,収入,所得税還付,0.0,0.0
2025-02-28,特別収支,収入,賞与,0.0,0
2025-02-28,特別収支,支出,自動車税,-0.0,0
2025-02-28,一般収支,支出,生活費,-0.0,170000
2025-02-28,一般収支,収入,給与,0.0,0
2025-02-28,特別収支,支出,車検B,-0.0,0
2025-02-28,特別収支,支出,子供,-0.0,0
2025-03-01,特別収支,収入,賞与,0.0,0
2025-03-01,特別収支,支出,固定資産税,-0.0,0
2025-03-01,特別収支,収入,NTT,0.0,0
2025-03-01,特別収支,支出,車検A,-0.0,0
2025-03-01,特別収支,支出,ローン一括,-0.0,0
2025-03-01,特別収支,支出,子供,-0.0,0
2025-03-01,一般収支,支出,ローン返済,-0.0,0
2025-03-01,特別収支,収入,年末調整,0.0,0
2025-03-01,特別収支,収入,退職金,0.0,0
2025-03-01,一般収支,支出,生活費,-2267.0,0
2025-03-01,特別収支,支出,車,-0.0,0
2025-03-01,特別収支,支出,家電,-0.0,0
2025-03-01,一般収支,支出,子供費用,-0.0,0
2025-03-01,一般収支,収入,給与,0.0,0
2025-03-01,特別収支,収入,所得税還付,0.0,0.0
2025-03-01,特別収支,収入,贈与,0.0,0
2025-03-01,特別収支,支出,車検B,-0.0,0
2025-03-01,特別収支,収入,児童手当,0.0,0
2025-03-01,特別収支,収入,特典,0.0,0
2025-03-01,特別収支,支出,ふるさと納税,-0.0,0
2025-03-01,特別収支,支出,自動車税,-0.0,0
2025-03-01,一般収支,収入,ポイント,97.0,0
2025-03-02,一般収支,収入,ポイント,0.0,0
2025-03-02,特別収支,支出,ローン一括,-0.0,0
2025-03-02,特別収支,収入,贈与,0.0,0
2025-03-02,特別収支,収入,年末調整,0.0,0
2025-03-02,特別収支,収入,所得税還付,0.0,0.0
2025-03-02,特別収支,収入,退職金,0.0,0
2025-03-02,特別収支,支出,車検A,-0.0,0
2025-03-02,特別収支,収入,賞与,0.0,0
2025-03-02,一般収支,支出,生活費,-0.0,0
2025-03-02,特別収支,支出,車,-0.0,0
2025-03-02,特別収支,支出,家電,-0.0,0
2025-03-02,特別収支,収入,NTT,0.0,0
2025-03-02,特別収支,支出,車検B,-0.0,0
2025-03-02,一般収支,支出,ローン返済,-0.0,0
2025-03-02,特別収支,支出,自動車税,-0.0,0
2025-03-02,一般収支,支出,子供費用,-0.0,0
2025-03-02,特別収支,支出,固定資産税,-0.0,0
2025-03-02,特別収支,収入,児童手当,0.0,0
2025-03-02,特別収支,支出,子供,-0.0,0
2025-03-02,特別収支,収入,特典,500.0,0
2025-03-02,一般収支,収入,給与,0.0,0
2025-03-02,特別収支,支出,ふるさと納税,-0.0,0
2025-03-03,特別収支,支出,自動車税,-0.0,0
2025-03-03,特別収支,支出,家電,-0.0,0
2025-03-03,特別収支,収入,特典,0.0,0
2025-03-03,特別収支,収入,所得税還付,0.0,0.0
2025-03-03,特別収支,収入,贈与,0.0,0
2025-03-03,特別収支,支出,ふるさと納税,-0.0,0
2025-03-03,特別収支,収入,賞与,0.0,0
2025-03-03,一般収支,支出,生活費,-0.0,0
2025-03-03,一般収支,収入,給与,0.0,0
2025-03-03,特別収支,支出,車検B,-0.0,0
2025-03-03,一般収支,支出,ローン返済,-0.0,0
2025-03-03,特別収支,収入,児童手当,0.0,0
2025-03-03,特別収支,支出,子供,-0.0,0
2025-03-03,特別収支,支出,車,-0.0,0
2025-03-03,特別収支,収入,退職金,0.0,0
2025-03-03,特別収支,支出,車検A,-0.0,0
2025-03-03,一般収支,収入,ポイント,100.0,0
2025-03-03,特別収支,収入,年末調整,0.0,0
2025-03-03,特別収支,支出,固定資産税,-0.0,0
2025-03-03,特別収支,支出,ローン一括,-0.0,0
2025-03-03,一般収支,支出,子供費用,-0.0,0
2025-03-03,特別収支,収入,NTT,0.0,0
2025-03-04,特別収支,収入,所得税還付,0.0,0.0
2025-03-04,特別収支,支出,ローン一括,-0.0,0
2025-03-04,一般収支,支出,ローン返済,-0.0,0
2025-03-04,特別収支,支出,家電,-0.0,0
2025-03-04,一般収支,支出,生活費,-0.0,0
2025-03-04,一般収支,収入,給与,0.0,0
2025-03-04,一般収支,支出,子供費用,-0.0,0
2025-03-04,一般収支,収入,ポイント,-89.0,0
2025-03-04,特別収支,収入,賞与,0.0,0
2025-03-04,特別収支,収入,年末調整,0.0,0
2025-03-04,特別収支,収入,NTT,0.0,0
2025-03-04,特別収支,支出,車,-0.0,0
2025-03-04,特別収支,収入,贈与,0.0,0
2025-03-04,特別収支,支出,ふるさと納税,-0.0,0
2025-03-04,特別収支,支出,車検A,-0.0,0
2025-03-04,特別収支,支出,自動車税,-0.0,0
2025-03-04,特別収支,支出,固定資産税,-0.0,0
2025-03-04,特別収支,支出,車検B,-0.0,0
2025-03-04,特別収支,収入,児童手当,0.0,0
2025-03-04,特別収支,支出,子供,-0.0,0
2025-03-04,特別収支,収入,退職金,0.0,0
2025-03-04,特別収支,収入,特典,0.0,0
2025-03-05,特別収支,収入,退職金,0.0,0
2025-03-05,特別収支,支出,家電,-0.0,0
2025-03-05,特別収支,収入,所得税還付,0.0,0.0
2025-03-05,一般収支,支出,生活費,-0.0,0
2025-03-05,特別収支,支出,子供,-0.0,0
2025-03-05,特別収支,収入,NTT,0.0,0
2025-03-05,特別収支,収入,賞与,0.0,0
2025-03-05,特別収支,支出,ふるさと納税,-0.0,0
2025-03-05,特別収支,支出,車,-0.0,0
2025-03-05,特別収支,支出,固定資産税,-0.0,0
2025-03-05,特別収支,支出,車検B,-0.0,0
2025-03-05,一般収支,支出,子供費用,-0.0,0
2025-03-05,特別収支,支出,自動車税,-0.0,0
2025-03-05,特別収支,収入,年末調整,0.0,0
2025-03-05,特別収支,支出,車検A,-0.0,0
2025-03-05,一般収支,収入,給与,0.0,0
2025-03-05,特別収支,収入,特典,0.0,0
2025-03-05,一般収支,支出,ローン返済,-0.0,0
2025-03-05,特別収支,収入,児童手当,0.0,0
2025-03-05,特別収支,収入,贈与,0.0,0
2025-03-05,特別収支,支出,ローン一括,-0.0,0
2025-03-05,一般収支,収入,ポイント,0.0,0
2025-03-06,特別収支,支出,ふるさと納税,-0.0,0
2025-03-06,特別収支,収入,児童手当,0.0,0
2025-03-06,特別収支,収入,NTT,0.0,0
2025-03-06,特別収支,支出,車検A,-0.0,0
2025-03-06,一般収支,収入,給与,0.0,0
2025-03-06,一般収支,支出,生活費,-0.0,0
2025-03-06,特別収支,支出,ローン一括,-0.0,0
2025-03-06,特別収支,収入,賞与,0.0,0
2025-03-06,特別収支,支出,子供,-0.0,0
2025-03-06,特別収支,収入,退職金,0.0,0
2025-03-06,特別収支,支出,自動車税,-0.0,0
2025-03-06,特別収支,収入,特典,0.0,0
2025-03-06,一般収支,支出,子供費用,-0.0,0
2025-03-06,一般収支,収入,ポイント,-4056.0,0
2025-03-06,特別収支,収入,年末調整,0.0,0
2025-03-06,特別収支,支出,家電,-0.0,0
2025-03-06,特別収支,収入,所得税還付,0.0,0.0
2025-03-06,特別収支,支出,車,-0.0,0
2025-03-06,特別収支,支出,固定資産税,-0.0,0
2025-03-06,一般収支,支出,ローン返済,-0.0,0
2025-03-06,特別収支,収入,贈与,0.0,0
2025-03-06,特別収支,支出,車検B,-0.0,0
2025-03-07,特別収支,支出,車検B,-0.0,0
2025-03-07,特別収支,支出,車検A,-0.0,0
2025-03-07,一般収支,支出,子供費用,-0.0,0
2025-03-07,一般収支,支出,ローン返済,-0.0,0
2025-03-07,特別収支,支出,固定資産税,-0.0,0
2025-03-07,特別収支,収入,児童手当,0.0,0
2025-03-07,特別収支,支出,自動車税,-0.0,0
2025-03-07,特別収支,収入,退職金,0.0,0
2025-03-07,特別収支,支出,子供,-0.0,0
2025-03-07,特別収支,収入,年末調整,0.0,0
2025-03-07,特別収支,収入,特典,0.0,0
2025-03-07,特別収支,支出,家電,-0.0,0
2025-03-07,一般収支,収入,ポイント,586.0,0
2025-03-07,特別収支,収入,贈与,1100000.0,0
2025-03-07,特別収支,収入,所得税還付,0.0,0.0
